0.0032018,0.418406
0.00157436,2.53364
0.00286405,5.67686
0.00150341,6.17695
0.00891769,1.07363
0.0045562,2.04275
0.00591485,1.36241
0.00891202,2.86786
0.00256604,3.51407
0.00252744,3.69566
0.00493936,3.65885
0.00216386,3.62932
0.00491495,3.12942
0.00391958,6.28031
0.0088859,1.63873
0.00513434,0.108916
0.0014333,0.717925
0.00659319,1.63777
0.00792204,2.51485
0.00772734,0.469988
0.00633973,4.91598
0.00215506,5.85653
0.00348903,4.81819
0.00707654,3.81935
0.000607663,6.02317
0.00500265,0.351292
0.00139101,3.15607
0.0015403,5.57446
0.00230066,1.52923
0.000584957,0.584465
0.00541192,5.88971
0.001714,1.76298
0.00214286,5.99287
0.000349953,2.07957
0.00709924,6.24042
0.00644078,1.08973
0.00410038,6.20111
0.00486443,2.63028
0.0092052,1.2696
0.00804806,0.199615
0.00618193,1.60689
0.0067737,1.15762
0.00402857,5.51981
0.0026895,0.0897406
0.00312914,3.00324
0.00249423,2.46902
0.00924352,2.96374
0.00491835,0.24717
0.0043087,3.7716
0.00480028,3.76949
0.00805856,3.96661
0.0051701,4.48147
0.00897502,4.00918
0.00659801,4.7459
0.00789877,0.106423
0.00878515,0.164908
0.00661419,1.33767
0.00895232,4.50947
0.00864522,2.40938
0.0022473,1.39673
0.000343141,3.56968
0.00785762,2.08513
0.001628,6.11022
0.00386764,4.70486
0.000170577,2.16336
0.00631533,1.42703
0.00431381,4.66268
0.00739044,4.35338
0.00269063,5.62969
0.00201485,6.23851
0.000771145,2.92577
0.00364939,3.83219
0.00632384,2.70334
0.00787266,5.57446
0.00676518,1.45061
0.000356197,0.951481
0.0042701,4.70736
0.00923529,4.61685
0.00866197,2.32885
0.00194248,2.49701
0.00429224,5.50946
0.00799612,1.07382
0.00429111,2.24064
0.00903888,1.88762
0.0081894,2.21475
0.00163113,5.5737
0.00655232,4.31752
0.0088175,0.925019
8.37275e-05,2.95799
0.000904825,0.218982
0.00540681,1.88781
0.00647682,2.78963
0.00658184,1.57506
0.00865203,2.79251
0.000148723,3.42069
0.00399366,0.828183
0.00822261,2.60267
0.00758458,5.11196
0.00459168,1.47286
0.00432715,3.38407
0.00708903,0.980627
0.000432545,3.29087
0.00686225,5.21608
0.00299347,6.1154
0.00208581,6.19134
0.00156698,1.50335
0.000345128,1.65138
0.00799981,2.31926
5.76159e-05,2.64716
0.00480823,5.94455
0.00236651,2.79155
0.00355658,5.54072
0.000259697,5.17236
0.00327701,3.6832
0.000454683,6.21166
0.000853737,5.33669
0.00594721,0.859822
0.00228789,5.93036
0.00317512,1.11888
0.00762119,0.118695
0.000600284,5.26459
0.00813718,5.90792
0.00517436,4.42797
0.00395904,2.81475
0.00764929,5.36488
0.00819338,6.23678
0.00622592,1.36931
0.00726244,6.19229
0.00381315,4.68626
0.00883709,3.7296
0.00551921,1.32367
0.00681712,4.64484
0.0002228,5.85308
0.00715913,4.82758
0.0086807,1.72329
0.00899773,2.7369
0.00564068,1.44486
0.000165752,3.5436
0.00596935,1.59481
0.00154513,0.494532
0.00923983,3.20573
0.000396216,1.44084
0.00563586,2.10756
0.00345099,5.1156
0.00416566,4.55338
0.00360596,1.50488
0.00648732,3.7436
0.00892621,2.53958
0.0033403,0.682067
0.00761665,5.17293
0.00294664,0.292999
0.00128401,1.38619
0.00362469,5.19134
8.9404e-05,0.929812
0.0089492,4.42299
0.00331589,1.01361
0.00790785,5.31905
0.0050211,5.14781
0.00796405,4.48607
0.0051843,2.49529
0.00543605,2.05867
0.00341779,5.35031
0.00148581,0.424542
0.00611608,2.22798
