0.0032018,0.418406
0.00157436,2.53364
0.00286405,5.67686
0.00150341,6.17695
0.0045562,2.04275
0.00591485,1.36241
0.00256604,3.51407
0.00252744,3.69566
0.00493936,3.65885
0.00216386,3.62932
0.00491495,3.12942
0.00391958,6.28031
0.00513434,0.108916
0.0014333,0.717925
0.00659319,1.63777
0.00633973,4.91598
0.00215506,5.85653
0.00348903,4.81819
0.000607663,6.02317
0.00500265,0.351292
0.00139101,3.15607
0.0015403,5.57446
0.00230066,1.52923
0.000584957,0.584465
0.00541192,5.88971
0.001714,1.76298
0.00214286,5.99287
0.000349953,2.07957
0.00410038,6.20111
0.00486443,2.63028
0.00402857,5.51981
0.0026895,0.0897406
0.00312914,3.00324
0.00249423,2.46902
0.00491835,0.24717
0.0043087,3.7716
0.00480028,3.76949
0.0051701,4.48147
0.0022473,1.39673
0.000343141,3.56968
0.001628,6.11022
0.00386764,4.70486
0.000170577,2.16336
0.00431381,4.66268
0.00269063,5.62969
0.00201485,6.23851
0.000771145,2.92577
0.00364939,3.83219
0.000356197,0.951481
0.0042701,4.70736
0.00194248,2.49701
0.00429224,5.50946
0.00429111,2.24064
0.00163113,5.5737
8.37275e-05,2.95799
0.000904825,0.218982
0.000148723,3.42069
0.00399366,0.828183
0.00459168,1.47286
0.00432715,3.38407
0.000432545,3.29087
0.00299347,6.1154
0.00208581,6.19134
0.00156698,1.50335
0.000345128,1.65138
5.76159e-05,2.64716
0.00236651,2.79155
0.00355658,5.54072
0.000259697,5.17236
0.00327701,3.6832
0.000454683,6.21166
0.000853737,5.33669
0.00228789,5.93036
0.00317512,1.11888
0.000600284,5.26459
0.00395904,2.81475
0.00381315,4.68626
0.0002228,5.85308
0.000165752,3.5436
0.00154513,0.494532
0.000396216,1.44084
0.00345099,5.1156
0.00416566,4.55338
0.00360596,1.50488
0.0033403,0.682067
0.00294664,0.292999
0.00128401,1.38619
0.00362469,5.19134
8.9404e-05,0.929812
0.00331589,1.01361
0.00341779,5.35031
0.00148581,0.424542
0.00134901,1.84045
0.00395024,4.80611
0.00162006,5.28952
0.00464248,6.07015
0.00443955,0.877847
0.00370956,4.54206
0.00319101,5.89373
0.000496973,0.427802
0.000256575,0.296067
0.0038421,1.71523
0.00131012,1.92252
0.0012298,5.67456
0.000588931,1.83029
0.000681741,4.42586
0.00319896,0.0373919
0.000134532,5.42221
0.00415828,3.40727
0.00154683,3.79538
0.000291485,0.306806
0.00422072,5.71579
0.00351031,6.18923
0.00123775,4.10333
0.0022842,5.39172
0.00307124,2.98924
0.000951372,1.36356
0.00307833,5.23449
0.0029597,3.57045
0.00140662,0.339979
0.00463709,2.08283
0.00126216,3.22012
0.000299432,4.87246
0.00292365,1.42799
0.000199811,3.55607
0.00253964,5.43238
0.00436348,0.29741
0.00271703,5.81473
0.0008421,3.69298
0.00104844,1.465
0.000484768,2.56259
0.00460785,5.269
0.00363236,5.64771
0.000873321,5.31023
0.000831031,3.60458
0.0028561,3.28148
0.00324693,0.189069
0.00382791,3.03181
0.00378562,1.78868
0.000474834,5.75471
0.00173983,5.21915
0.00182895,4.59901
0.00386566,2.79653
0.000901135,1.86097
0.00386055,3.89394
0.00158884,4.33727
0.00258307,5.14954
0.00436348,4.60649
0.00409073,4.74973
0.00153718,5.59939
0.00354352,0.438732
0.00048789,6.11252
0.00164078,2.84792
0.00227682,0.740935
0.00195837,5.67705
0.000607379,3.19461
0.000153832,4.85155
0.0017685,5.09968
0.00233557,6.02719
0.00200208,1.59155
0.00328098,4.57083
0.00198903,5.55222
0.000980038,2.50852
0.0030965,0.261743
